Delinquency,Revolving Credit Percentage,Capital Reserves,Num Late 60,Debt Ratio,Monthly Income,Num Credit Lines,Num Late Past 90,Num Real Estate,Num Late 90,Num Employees
0,0.508289,48,0,0.446863409,6200,13,0,4,1,4
0,0.870745061,50,0,0.290718039,5709,5,0,2,0,1
0,0.077095878,53,0,0.278210117,3083,6,0,1,0,0
0,0.000504084,84,0,0.196434693,5833,14,0,1,0,0
0,0.600417256,49,1,0.614381358,11500,13,0,4,0,0
0,0.005153311,49,0,0.016995751,4000,7,0,0,0,0
0,0.007419116,70,0,0.001438504,4170,2,0,0,0,0
0,0.049673989,57,0,0.163151098,9291,12,0,2,0,1
0,0.140673223,56,0,0.14660425,13457,11,0,2,0,3
0,0.589570033,28,0,0.136144326,4766,4,0,0,0,0
1,0.9999999,44,0,0.00945076,7300,0,5,0,0,2
0,0.261046874,49,0,0.722403532,5208,12,0,1,0,0
0,0.23301309,52,0,0.360375975,15000,22,0,2,0,1
0,0.9999999,51,0,0.257175881,5190,6,0,1,0,1
0,0.167341093,51,0,0.238514639,4200,10,0,0,0,0
0,0.71512602,47,0,0.395006687,2242,13,0,0,0,0
1,0.923865675,34,0,0.34721899,4296,13,0,1,0,4
0,0.337005339,35,1,0.514815707,4150,8,0,1,0,1
0,0.038337914,49,0,0.342582177,8000,12,0,1,0,0
0,0.391863322,44,0,0.471808166,10800,8,0,2,0,0
0,0.34002458,58,0,0.188422247,2642,20,0,0,0,0
0,0.347069343,62,0,0.193679092,3701,10,0,0,0,0
0,0.130683416,59,0,0.01559844,10000,5,0,0,0,0
0,0,70,0,0,2500,4,0,0,0,0
0,0.91131046,57,0,0.604330709,11683,19,0,3,0,3
0,0.037977623,55,0,0.592309529,4186,12,0,2,0,0
0,0.81327469,27,1,0.209953344,4500,8,0,0,0,0
1,0.070083712,58,0,0.203856006,7416,3,0,1,0,0
0,0.541166736,29,0,0.055687768,2100,2,0,0,0,0
0,0.026085461,78,0,0.164519326,10089,7,0,1,0,0
0,0.9999999,47,0,0.148740012,3253,1,0,0,0,1
1,0.9999999,37,98,0,6000,0,98,0,98,1
0,0.01247035,83,0,0.00548067,6750,19,0,0,0,2
1,0.989933342,36,1,0.40868406,5250,15,0,1,0,2
0,0.0776906,80,0,0.032398078,6450,5,1,0,0,0
0,0.150381252,62,0,0.568912118,5165,13,0,2,0,1
0,0.363092066,60,0,0.195515112,15384,9,0,3,0,1
0,0.190411031,47,0,0.510277492,3891,8,0,1,0,3
0,0.296561442,58,0,1.036384096,2665,18,0,2,0,0
0,1.036330609,52,3,0.239106635,4566,10,0,1,0,0
0,0.309771259,47,0,0.903594382,4200,6,0,2,0,0
0,0.164553784,27,0,0.408998334,5400,5,0,2,0,0
0,1.099267155,54,2,0.247500675,3700,4,0,1,0,3
0,0.847438408,28,1,0.090181964,5000,5,0,0,0,1
0,0.40491368,51,0,0.320833958,13333,10,0,1,0,3
0,0.300284716,51,0,0.222579349,14933,16,0,1,0,1
1,0.9999999,46,0,0,8500,0,0,0,0,3
0,0.538059532,31,0,0.128715571,3666,8,0,0,0,1
0,0.9999999,49,0,0.317425083,900,1,0,0,0,1
0,0.703499803,37,0,0.337864854,2500,9,0,0,0,1
0,0.067759287,86,0,0.007713551,10500,13,0,0,0,0
0,0.519748819,44,0,0.237298034,10273,15,0,1,0,2
0,0.836294011,29,3,0.260170076,4350,8,0,1,0,1
0,0.002688829,58,1,0.37607799,8000,9,0,1,0,1
0,0.016299185,51,0,0.465906819,5000,9,0,1,0,0
0,0.201123048,34,0,0.071576334,7250,9,0,0,0,0
0,0.002254877,63,0,0.220456293,3900,8,0,1,0,0
0,0.016240398,49,0,0.31347461,2500,10,0,1,0,1
0,0.523912875,59,0,0.51907255,2673,10,0,1,0,0
0,0.013491174,70,0,0.064945878,1200,9,0,0,0,0
0,0.045577748,71,0,0.186425102,7616,5,0,1,0,0
0,0.126872999,75,0,0.267317305,4200,13,0,1,0,0
0,0.074275617,60,0,0.273513095,7750,14,0,1,0,2
0,1.032983508,33,2,0.205267938,1100,6,0,0,0,1
0,0.370545662,53,0,0.367068498,10700,14,0,2,0,1
0,0.74150644,57,0,0.69914561,5500,20,0,0,0,0
0,0.997358562,32,0,0.576167684,6058,9,0,2,0,0
1,0.815296176,32,1,0.019464071,7500,2,0,0,0,1
0,0.053699601,46,0,0.382936177,6000,8,0,1,0,3
0,0.898203593,21,0,0.005369682,2420,1,0,0,0,0
0,0.030178642,54,0,0.040853252,10500,9,0,0,0,2
0,0.126426801,46,2,0.5084983,5000,11,0,2,0,2
0,0.254768507,42,0,0.26306914,4150,5,0,2,0,0
0,0.036374318,29,0,0.006955766,9200,10,0,0,0,3
0,0.06351938,55,0,0.85228189,6200,14,0,3,0,2
0,0.576978581,64,0,0.598770852,15945,20,0,4,0,1
0,0.632279534,41,2,0.034482759,5625,4,1,0,1,2
0,0.792013866,34,0,0.176364727,5000,10,0,0,0,0
0,0.024113955,49,0,0.403183024,6785,10,0,1,0,2
0,0.236993149,31,0,0.884318766,3500,12,0,2,0,1
0,0.088112099,58,0,0.36130517,12166,7,0,2,0,0
0,0.103607841,48,0,0.337700396,5800,8,0,1,0,3
0,0.9999999,72,0,0.182320442,5067,6,0,1,0,0
0,0.032759972,67,0,0.408150664,3238,13,0,1,0,1
0,0.026286561,80,0,0.003180373,2200,4,0,0,0,0
0,0.216918872,50,0,0.058392214,7500,3,0,0,0,2
0,0.022606399,41,0,0.437510079,6200,18,0,1,0,2
0,0.155672582,56,0,0.180790034,6100,17,0,1,0,0
0,0.9999999,23,0,0,1,1,0,0,0,0
0,0.021408248,76,0,0.00733089,3000,5,0,0,0,0
0,0.019249313,65,0,0.006397441,2500,5,0,0,0,0
0,0.118809533,31,0,0.17386825,16500,9,0,2,0,0
0,0.780730897,37,0,0.122552448,5719,8,0,0,0,1
0,0.142717331,49,0,0.500504541,10900,10,0,2,0,2
0,0.776630976,76,0,0.804575786,2097,7,0,1,0,0
0,0.711169722,30,2,0.409899087,8323,12,0,1,0,7
0,0.031843704,82,0,0.158661161,4600,5,0,1,0,1
0,0.574850299,37,1,0.146864884,8340,7,0,0,1,2
0,0.053828684,47,0,1.043779642,5481,8,0,2,0,1
0,0.9999999,57,1,0.089468975,19000,3,2,2,0,0
0,0.67095414,50,0,0.212589323,9515,10,0,0,0,2
0,0.034126939,66,0,0.219973174,8200,17,0,1,0,0
0,0.669180451,54,0,0.645989383,13750,19,0,2,0,0
0,0.031721209,69,0,0.346993489,2610,8,0,0,0,0
0,0.9999999,27,2,0.137544982,2500,4,0,0,0,0
0,0.802039592,37,0,0.141375822,3953,2,0,0,0,1
0,0.171031959,52,0,0.703659268,3333,11,0,2,0,1
0,0.014209378,77,0,0.196056651,3600,13,0,1,0,0
0,0.423219226,61,0,0.505352767,7752,16,0,1,0,2
0,0.002890006,43,0,0.385378363,20667,6,0,2,0,3
0,0.97780148,36,0,0.747600349,4583,7,0,2,0,0
0,0.9999999,30,0,0,3000,0,0,0,0,0
0,0.272036835,35,1,0.84871745,10291,8,0,5,0,0
0,0.239551535,51,0,0.357444651,5916,10,0,1,0,1
1,0.763184178,60,3,0.509782726,9250,16,0,2,0,1
0,0.305898034,25,0,0.336106489,600,9,0,0,0,0
0,0.093623821,67,0,0.01973001,8666,6,0,0,0,0
0,0.228395847,49,0,0.864897036,8400,11,0,4,0,1
0,0,65,0,0.494103774,2543,3,0,1,0,0
0,0.716197338,36,0,0.700562527,2310,7,0,0,0,0
0,0.9999999,54,0,0.046235551,3200,0,0,0,0,0
0,0.366785217,44,1,0.43214729,4833,6,0,1,0,1
0,0.820926189,28,0,0.550321925,2950,6,0,0,0,2
0,0,24,0,0,820,2,0,0,0,0
0,0,37,0,1.368652539,2500,12,0,2,0,0
0,0.182947512,41,1,0.416189112,5583,14,0,1,0,3
0,0.092892292,74,0,0.231924883,6389,14,0,2,0,0
0,0.9999999,30,0,0.072308431,6250,3,0,0,0,0
0,0.552453962,74,0,0.411128284,5822,7,0,2,0,2
0,0.27996816,71,0,0.268946211,5000,9,0,0,0,0
0,0.435294387,36,0,0.201035172,8500,9,0,0,0,0
0,0.326578228,66,0,0.129643555,13297,2,0,1,0,1
0,0.9999999,26,0,0.086956522,2000,2,0,0,1,0
0,0.440800954,46,0,0.165833452,7000,5,0,0,0,0
0,979,34,1,0.406400753,8498,9,0,2,0,2
0,0.600326523,57,0,0.196831746,19000,11,0,2,0,0
1,0.926528767,51,3,0.492084653,6000,11,0,1,0,1
0,0.45268187,47,1,0.727113703,3429,12,0,1,0,3
0,0.504768077,42,0,0.951172626,2600,6,0,2,0,1
1,0.951012247,36,2,1.244311652,4350,6,0,5,0,0
0,0.121127038,69,0,0.652743835,4500,11,0,1,0,0
0,0.019487241,56,1,0.181693573,6565,12,0,1,0,1
0,0.570360658,68,0,0.346254422,6500,13,0,1,0,0
0,0.035611754,74,0,0.004852228,6800,5,0,0,0,0
0,0.028219087,32,0,7,0,1,0,0,0,0
0,0.954976574,50,2,0.338210276,5877,4,2,1,0,5
0,0.282912933,66,0,0.600291606,4800,22,0,3,0,0
0,0.243758541,46,0,0.131900058,1720,13,0,0,0,0
0,0.009582535,36,0,0.140393239,2898,3,0,0,0,0
0,0.085210064,53,0,0.343154246,7500,5,0,3,0,2
0,0.086889691,32,0,0.636055991,6500,14,0,2,0,1
0,0.617039543,35,0,0.135969784,4500,5,0,0,0,0
0,1.005330686,52,2,0.357134455,8500,14,0,2,0,0
0,0.102636305,44,1,0.208485314,10417,8,0,2,0,2
0,0.65940263,57,0,0.287826899,6423,9,0,0,0,0
0,0.039589075,67,0,0.013502986,3850,6,0,0,0,1
0,0,44,1,503,1,4,0,1,0,2
0,0.088398667,38,0,0.281674047,7000,6,0,1,0,2
0,0.013741495,61,0,0.273247887,11000,15,0,2,0,0
1,0.527258499,50,1,0.439405023,4100,7,0,1,0,0
0,0.092781444,50,0,0.218917601,2050,4,0,0,0,0
0,0.385762121,51,0,0.56694287,2292,8,0,1,0,0
1,0.9999999,28,1,0.155201627,2950,3,3,0,1,0
0,0.867621996,36,0,0.375304136,4931,12,0,0,0,2
0,0.029428527,47,0,0.142967692,5168,3,0,1,0,0
0,0.9999999,42,0,0.364377974,4412,6,0,2,0,2
0,0.397205589,23,0,0.004541326,1100,2,0,0,0,0
0,0.016982374,70,0,0.341811638,8334,18,0,2,0,0
0,0.459029468,59,1,0.418196995,9583,19,0,2,0,0
0,1.608985025,51,1,0.130667287,4300,3,2,0,0,0
0,0.006491,62,0,0.575356565,6800,9,0,3,0,0
0,0.513602403,39,0,0.397221345,3166,18,0,1,0,0
0,0.096790321,57,0,0.254628944,6750,3,0,2,0,0
1,0.9999999,36,2,0.332426812,6250,10,2,1,1,0
0,0.039261762,76,0,0.358843931,4324,12,0,1,0,1
0,0.026423065,58,0,0.085190264,5833,18,0,0,0,0
0,0.995001666,37,1,1.595337219,1200,7,0,1,0,2
0,0.070750544,50,0,0.427134475,8350,14,0,4,0,0
0,0.052408682,52,1,0.429292929,1781,10,0,1,0,0
0,0.475330576,61,1,0.440248934,14300,11,0,3,0,1
0,0.012140214,41,0,0.592437739,5500,17,0,3,0,2
0,0.003933071,57,0,0.337649971,5250,10,0,1,0,0
0,0,28,0,0.187637162,2733,7,0,0,0,0
0,0.222784322,56,0,0.289795452,8750,12,0,2,0,0
0,0.050555613,56,0,0.212582542,58000,12,0,3,0,0
0,0.00040372,38,0,0.446156315,6230,17,0,2,0,0
0,0.195964685,45,0,0.319042316,7183,18,0,1,0,3
0,0.014075014,71,0,0.008962427,2900,4,0,0,0,0
0,0.146115217,43,1,0.251892191,10833,8,0,2,0,3
0,0,72,0,0.084326306,12000,7,0,1,0,0
0,0.005432338,85,0,0.303775241,2277,9,0,1,0,1
0,0.005998667,24,0,0.635809988,820,4,0,0,0,0
0,0.827454226,50,0,0.183139186,8326,3,0,0,0,1
0,0,43,0,0.230635461,13800,6,0,1,0,2
0,0,73,0,0.374061843,3330,5,0,1,0,0
1,1.021617133,50,3,0.514727185,12425,17,0,3,4,0
0,0.036800444,44,0,0.334332834,2000,3,0,0,0,0
1,0.867806442,52,2,0.5936016,4000,7,1,2,0,2
0,0,67,0,0.021000276,7237,3,0,0,0,0
0,0.227077932,37,0,0.285234363,6250,10,0,1,0,2
0,0.379690578,50,0,0.49241764,5736,13,0,1,0,2
0,0.054947253,39,0,0.33338431,6538,9,0,1,0,1
0,0.01732435,33,0,0.22762179,8333,7,0,1,0,0
0,0.022670859,43,0,0.290023997,2916,5,0,1,0,1
0,0.77138002,29,0,0.458545798,5294,11,0,2,0,0
0,0.024637249,62,0,0.144549763,3375,6,0,0,1,0
0,0.008498584,45,0,0.320922299,17000,9,0,3,0,2
0,0.123128663,41,0,0.538540071,3917,15,0,1,0,2
0,0,38,0,0.018566124,3500,8,0,0,0,0
0,0.097641423,77,0,0.298092946,5400,12,0,2,0,0
0,0.318692045,41,0,0.460316043,11200,15,0,4,0,3
0,0,39,0,0.424391847,6083,7,0,2,0,0
0,0.585661738,51,1,0.389394233,15500,19,0,2,0,2
0,0.470794288,52,0,0.468191789,6381,9,0,2,0,4
0,0.331938001,61,1,1.015661446,3000,14,0,2,0,0
0,0.004092928,90,0,0.000999833,6000,3,0,0,0,0
0,0.033984111,58,0,0.225456065,7180,6,0,1,0,0
0,0.051618548,29,0,0.00184587,6500,2,0,0,0,2
0,0.173828442,30,0,0.170172881,4800,8,0,0,0,0
0,0.180975079,46,3,0.599599313,6987,15,0,3,0,0
0,0.076181054,50,0,0.217420776,5900,5,0,2,0,0
0,0.16635271,33,0,0.485502899,5000,12,0,1,0,0
0,0.092026099,46,0,0.076233901,12500,8,0,0,0,2
0,0.038870064,58,0,0.176724628,8798,9,0,1,0,0
0,0.9999999,32,0,0.147469459,1145,1,1,0,0,0
0,0.052359797,49,0,0.176156195,9167,6,0,1,0,1
0,0.031210412,37,1,0.139408656,7000,14,0,1,0,1
0,0.039654453,81,0,0.236587804,3000,7,0,1,0,0
0,0,43,0,0.193028322,2294,7,0,0,0,2
0,0,72,0,0.189591078,3227,7,0,1,0,0
0,0.007859269,74,0,0.002735978,2192,3,0,0,0,0
0,0.031446107,34,0,0.069733249,4760,5,0,0,0,0
0,0.697279076,48,0,0.791669132,16900,17,0,4,0,3
0,0.392692031,57,1,0.492522094,5883,11,0,1,0,1
0,0.045232787,62,0,0.412298387,1983,34,1,1,0,0
0,0.026054108,31,0,0.112582781,5284,5,0,0,0,3
0,0.069005766,39,0,0.233754778,3400,8,0,0,0,0
0,0.00997094,74,0,0.306134969,6519,15,0,1,0,0
0,0.342737759,32,0,0.378138192,4500,12,0,0,0,0
0,0,39,0,0.252138297,8300,5,0,2,0,2
0,0.190775535,57,0,0.550605157,5700,17,0,3,0,1
0,0.464049217,36,0,0.600569972,6666,10,0,2,0,0
0,0.137824634,34,0,0.266674796,8200,3,0,1,0,0
0,0.860784804,32,0,0.029420166,3500,1,0,0,0,0
0,0.005558834,65,0,0.000821423,6086,4,0,0,0,1
0,0.105736066,50,1,0.740458015,2750,9,0,1,0,4
0,1.002932942,28,0,0.09982862,2333,2,0,0,0,0
0,0.023998667,56,0,0.330972792,5365,3,0,2,0,4
0,0.012599496,41,0,407,0,7,0,0,0,0
0,0.051496509,76,0,0.111350716,5100,11,0,1,0,1
0,0.429820482,43,1,0.139293461,6453,7,0,0,0,2
0,0.020981518,87,0,21,0,7,0,0,0,1
0,0.272099112,70,0,0.222678917,4135,9,0,0,0,1
0,0.578824125,38,0,0.452099618,5500,9,0,2,0,0
0,0.045023538,61,0,0.679503796,5400,12,0,2,0,0
0,0.532350654,51,0,0.430664986,6345,7,0,1,0,1
0,0.9999999,68,0,0.036777583,7422,4,0,0,0,0
0,0.573856536,29,1,0.257290513,2708,4,0,0,0,0
0,0.580521798,78,0,0.341807306,4680,8,0,1,0,0
0,0,37,0,4.602179837,1100,7,0,2,0,2
0,0.9999999,30,0,0.356369692,1200,3,0,0,0,0
1,0.717131474,46,1,0.831763699,2335,5,4,1,2,3
0,0.000672258,49,0,0.671832042,4000,10,0,2,0,1
0,0.174608464,30,0,0.002571135,5833,1,0,0,0,0
0,0.9999999,27,0,0.749562609,4000,5,0,1,0,1
0,0.254711418,51,0,0.14938589,3500,4,0,0,0,3
0,0.005521564,37,0,0.868925299,3600,6,0,3,0,0
0,0.041843515,34,0,0.009331778,6000,4,0,0,0,0
0,0.9999999,30,1,0.184852002,3445,2,0,1,0,0
0,0.001499942,56,0,0.107563745,9333,7,0,1,0,0
0,0.015092699,30,0,0.085559206,7000,10,0,0,0,0
0,0,62,0,0.533948393,6936,14,0,2,0,1
1,0.584841516,46,0,0.664167916,2000,3,0,0,0,1
0,0.02350341,58,0,0.265346931,5000,8,0,1,0,1
0,0.946348006,38,0,0.171948052,5774,6,0,0,0,2
0,0.009073023,60,0,0.37155046,7500,11,0,2,0,0
0,0.801805777,71,0,0.694131087,7002,15,0,1,0,1
0,0,44,0,0.463821532,5154,12,0,2,0,4
0,0.012404921,49,0,0.191855912,16600,12,0,2,0,2
0,0.694290158,52,0,0.356873823,8495,2,1,1,0,0
0,0.972246164,73,0,0.203276868,3600,7,0,1,0,0
0,0,54,0,0.253365481,4976,6,0,1,0,0
0,0.173064679,42,0,0.123104371,1120,4,0,0,0,0
0,0,60,0,0.137178488,2565,2,0,0,0,1
0,0.062006448,54,0,0.002836157,13750,2,0,0,0,0
0,0.675314502,74,0,0.849691718,6000,15,0,2,0,0
0,0.061706153,58,0,0.175764847,3333,2,0,1,0,0
0,0.946508915,31,0,0.379767828,2411,11,0,0,0,1
0,0.919306342,45,0,0.728184991,4583,11,0,1,0,0
0,0.071508056,39,0,0.487899102,8800,14,0,4,0,0
0,0.054102491,71,0,0.265173483,10000,6,0,3,0,1
0,0.032261975,85,0,0.004475764,10500,10,0,0,0,0
0,0.056753646,51,0,0.101959216,2500,10,0,0,0,0
0,0.004418101,41,1,0.144144144,5660,4,0,1,0,1
0,0.955679098,56,1,0.155869059,7300,8,0,0,0,0
0,0.9999999,54,0,0,2856,0,0,0,0,0
0,0.037380062,32,0,0.064789634,6250,5,0,0,0,0
0,0,21,0,0,800,1,0,0,0,0
0,0.9999999,51,0,2.871991247,913,5,0,1,0,2
0,0.9999999,37,0,0.12095968,3000,2,0,0,0,0
0,0.596711722,31,0,0.192663696,2916,9,0,0,0,0
0,0.023131791,53,0,0.183601562,10500,11,0,2,0,2
0,0.800639872,43,2,0.402831094,4167,6,0,1,1,0
0,0.026800355,61,0,0.057414347,7471,10,0,0,0,0
0,0.349647429,56,0,0.942264321,6650,10,0,4,0,0
0,0.003941929,31,0,0.067671486,3250,2,0,0,0,2
0,0.010290157,83,0,21,0,16,0,0,0,0
0,0.83830539,39,0,0.433721052,9542,4,0,1,0,2
0,0.08239588,40,0,1.1227509,2500,6,0,1,0,2
0,0.037127729,59,0,0.294298557,12680,12,0,2,0,5
0,0.134149268,79,2,0.195251219,4716,8,0,1,0,0
0,0.032924722,65,0,1.034372502,1250,21,0,1,0,0
0,0.901341837,59,0,0.590052751,6634,13,0,1,0,1
0,0.035964036,21,0,1,0,1,0,0,0,0
0,0,43,0,0.418045471,8400,15,0,3,0,1
0,0.176504695,53,0,0.500328443,9133,27,0,2,0,2
1,0.9999999,65,98,0.026164462,3477,0,98,0,98,1
0,0,45,0,0.373882265,5367,14,0,3,0,0
0,0.036171133,69,0,0.462837838,3551,12,0,1,0,0
0,0.138990477,41,0,0.321519831,9000,5,0,1,0,0
0,0.643452183,46,0,0.088096487,1906,7,0,0,0,0
0,0.025209378,33,0,0.347125798,3600,11,0,1,0,2
0,0.350649351,58,0,0.485488127,4168,6,0,2,0,2
0,0.039786673,76,0,0.011729323,3324,6,0,0,0,1
0,0.015113854,48,0,229,1,7,0,1,1,3
1,0.482473731,52,2,0.34347275,7100,8,2,1,2,1
0,0.952956684,45,0,0.394753279,1600,2,0,0,0,0
0,0.074269222,57,0,0.233517342,9600,14,0,1,0,1
0,0.004532185,43,0,0.413488874,10200,9,0,2,0,2
0,0.144152537,62,0,0.008279338,8333,2,0,0,0,0
0,0.173111935,68,1,0.280099591,11245,11,0,2,0,1
0,0.359201914,45,0,0.317359076,5800,21,0,1,0,1
0,0.503406696,34,1,0.217023049,7201,7,0,1,0,3
1,0.950578339,38,2,0.165383056,7400,4,0,1,0,3
0,0.363035233,65,0,0.217299349,18439,13,0,2,0,0
0,0.392593614,55,0,0.4831813,3507,10,0,1,0,1
0,0.07294961,41,0,0.301751094,6395,3,0,1,0,2
0,0.042873229,55,0,0.587140675,7200,7,0,1,0,1
0,0.011147114,74,0,0.354313217,2700,16,0,1,0,0
0,0.076903847,55,0,0.32795315,7000,7,0,2,0,3
0,0.584966014,43,0,0.346978558,1025,4,0,0,0,3
0,0.024314263,65,0,0.307762225,5500,9,0,2,0,1
0,0.786811923,42,0,1.139035551,2840,6,0,1,0,2
0,0.010945686,79,0,0.162077105,2541,11,0,0,0,0
0,0.101977338,25,1,0.005498625,4000,3,0,0,0,0
0,0.001409661,66,1,0.109364443,22200,7,0,2,0,2
1,0.9999999,43,2,0.561815336,1916,5,2,2,2,0
0,1.041848752,32,1,0.33365019,8415,8,0,2,0,0
0,0.400356665,52,0,0.072474116,2800,4,0,0,0,0
0,0.045201575,48,0,0.596940306,10000,15,0,3,0,0
0,0.004019898,63,0,0.006929047,3607,2,0,0,0,0
0,0.052471321,44,0,0.061867111,7208,12,0,0,0,2
0,0.898756528,36,1,0.883953359,1800,9,0,0,0,0
0,0.154087582,50,3,0.376623377,6621,13,0,2,1,0
0,0.012904147,65,0,0.27953411,4807,5,0,1,0,1
0,0.506491019,45,0,0.441540734,8800,21,0,2,0,3
0,0.544322434,69,1,0.429038587,1528,17,0,0,0,0
0,0.36680726,45,0,0.053571429,4311,5,0,0,0,0
0,0.010154589,60,0,0.129119291,10377,5,0,1,0,0
0,0.522501741,56,0,0.390601566,6000,13,0,1,0,2
0,0.47909516,49,1,0.406101782,7800,13,0,1,0,0
0,0.355875915,41,0,0.123757285,8750,10,0,0,0,0
0,0.911108889,56,0,0.588169953,3600,8,0,1,0,0
0,0.027645433,52,1,0.261788618,6764,6,0,1,0,0
0,0.113098062,32,0,0.284493728,5500,5,0,0,0,0
0,0.337308348,57,1,0.479850047,3200,13,0,1,1,2
1,0.9999999,28,2,0.027504088,23850,2,2,0,1,0
0,0.9999999,28,0,0.099423345,5028,2,0,0,1,0
0,0.755124488,41,2,0.259271203,3100,5,0,0,0,1
0,0.580032531,71,0,0.151531931,5417,10,0,0,0,0
0,0.855325787,61,0,0.269613948,6423,7,0,0,0,3
0,0.417629356,72,0,0.408328623,5306,7,0,1,0,0
0,0.9279838,27,0,0.302400739,4331,8,0,0,0,0
0,0.035895924,27,0,3.092570037,820,10,0,2,1,0
0,0.158695007,46,0,0.762647471,5000,14,0,2,0,1
0,0,46,0,0.149445764,5051,3,0,1,0,0
0,0.9999999,32,2,0.020583717,9764,2,0,0,0,4
0,0.023177447,55,0,0.052189562,5000,5,0,0,0,2
0,0.541655107,52,0,0.60660456,13202,21,0,2,0,2
0,0.9999999,30,1,0,2232,0,1,0,0,0
1,1.16429776,40,4,0.166001925,7270,14,0,0,2,0
0,0.750279955,35,2,0.059323446,6000,5,0,0,1,2
0,0.066615019,60,1,0.187909876,15400,13,0,2,0,0
0,0.024996694,31,0,0.128421053,1424,3,0,0,0,0
0,0.000149993,60,0,0.017207223,17666,4,0,0,0,1
0,0.9999999,49,0,0.903834808,1694,4,0,1,0,0
0,0.017163324,54,0,0.194786935,9245,9,0,1,0,0
0,0.018659948,37,0,0.305877649,2500,9,0,0,0,2
0,0.010438837,34,0,0.678326046,1600,5,0,1,0,0
0,0.159841265,48,0,0.435625288,6500,38,0,1,0,0
0,0.009754904,28,0,958,0,7,0,1,0,0
0,0.011450082,46,0,0.001665973,2400,2,0,0,0,2
0,0.224761221,63,0,0.674586033,4166,18,0,2,0,0
0,0.018066064,51,0,0.317974562,8333,13,0,1,0,2
0,0.18866681,71,0,0.07118861,6250,9,0,0,0,0
0,0.557624852,46,0,0.602937226,11166,16,0,2,0,2
0,0.076192381,70,0,0.006468686,3400,4,0,0,0,0
0,0.9999999,42,0,0.060838748,3385,1,0,0,0,0
0,0.988023952,26,0,0.287471176,1300,2,0,0,0,1
0,0.095163495,45,0,0.239076092,10000,4,0,1,0,3
1,0.83429315,61,0,1.561987985,1830,9,0,2,0,0
0,0.715559563,44,1,5.899057873,742,9,0,2,0,2
0,0.559167959,50,0,0.119729342,30000,6,0,1,0,2
1,0.909838003,51,3,0.344424985,15416,13,1,2,0,2
0,0.285673475,30,0,0.145330407,4100,3,0,0,0,0
0,0.0009999,67,1,1.712143928,2000,7,0,2,0,1
0,0.234190662,51,0,0.703119702,11795,22,0,6,0,1
0,0.9999999,45,0,0,3417,0,0,0,0,2
0,0,38,0,0.328595519,4150,4,0,1,0,2
0,0.022493705,68,0,0.175724173,7801,14,0,1,0,0
0,0.074731317,22,0,0.002913328,2745,3,0,0,0,0
1,0.425249169,23,0,0.002497918,1200,2,0,0,0,0
0,0.021889948,62,0,0.134253749,4200,12,0,1,0,0
0,0.014952992,60,0,0.006718925,3571,6,0,0,0,0
0,0,46,0,0.637858755,3100,7,0,1,0,2
0,0.025902817,56,0,0.140432458,4300,6,0,0,0,0
0,0.277960291,51,1,0.363982464,8667,5,0,2,0,1
0,0.072100313,35,0,273,0,4,0,0,0,1
0,0.24580151,52,0,0.93566505,3916,8,0,2,0,1
0,0.0739574,64,0,0.048339639,9515,3,0,1,0,0
0,0.022101631,45,0,0.072154472,7871,8,0,0,0,3
0,0.027777366,69,0,0.018996834,6000,7,0,0,0,0
0,0.011184443,80,1,0.076612903,5951,5,0,1,0,0
1,0.920159681,37,4,0.52690167,6467,6,1,2,2,4
0,0.599047379,59,0,0.255813953,34700,23,0,1,0,5
0,0.120224495,50,0,0.347013944,3800,10,0,1,0,0
0,0.033041798,62,0,0.05254177,28129,17,0,1,0,3
0,0.503455043,53,0,0.477266349,7125,14,0,3,0,0
1,0.128191394,58,1,0.389553178,4766,7,1,2,1,1
1,0.487072601,50,2,0.392252378,4310,14,0,0,0,0
0,0.001462936,69,0,0.000526177,3800,5,0,0,0,0
0,0.492012543,30,0,0.331167208,4000,7,0,0,0,0
0,0.219846022,77,1,0.208622398,2017,7,0,1,0,0
0,0.176219879,26,0,0.735259201,5053,8,0,2,0,0
0,0.9999999,59,0,0.560106857,2245,4,0,0,0,0
0,0.08113193,37,0,0.193840821,7500,4,0,1,0,2
1,0.05653972,84,0,0.577059121,1978,9,0,1,0,0
0,0.008112697,37,0,0.09767728,6500,3,0,0,0,0
0,0.896020925,72,0,0.409994321,7043,7,0,1,0,0
0,0.912477543,39,0,0.456818508,6958,7,0,2,0,0
0,0.23748499,67,0,0.173424524,4093,18,0,0,0,0
0,0.070948744,39,0,0.513435821,8000,8,0,1,0,0
0,0.206223783,37,0,0.728628231,2011,3,0,1,1,0
0,0.118587608,22,0,0.005376344,929,2,0,0,0,0
0,0.109578084,51,0,0.002962414,5400,3,0,0,0,1
0,0.461473569,57,0,0.6172,7499,10,0,3,0,0
0,0.016443988,69,0,0.050585597,4012,6,0,0,0,0
0,0.101996394,57,0,0.972955842,4732,9,0,3,0,3
0,0.658817831,39,0,0.262357414,7100,10,0,0,0,3
0,0.146947375,39,0,0.603119844,6666,8,0,2,0,1
0,0.844840169,39,1,0.515353487,4200,7,0,1,0,3
0,0.545514203,41,0,0.32825069,8328,6,0,1,0,2
0,0.25709582,44,0,0.073026485,23333,4,0,1,0,3
0,0.020514329,68,0,0.462842243,2300,11,0,1,0,0
0,0.104180613,61,0,0.075273978,12500,16,0,1,0,0
